id,trigger,conditions,script,text,options,notes
fob_msger_barStart_immortal_star_greed,DialogOptionSelected,"$option == fob_msger_barEvent
$messengerID == FOB_immortal_star_greed","FOB_MessengerActions showMessenger
SetStoryOption fob_smile_and_tentacle 2 FOB_recognize_lobster general ""Show yourself.""","You stare at its face in thought, finally dredging the identity of the great being from the depths of your memory - the Star of Eternal Life, Greed, the divine envoy of Zea Teplasso.

It lets out a snort at your lame gesture of goodwill, that one ghastly eye surveying you with a creepy stare.

""I have three questions here, give satisfactory answers in order to get Cthulas Borken to approve of you."" It says this as if it were a routine, its voice low and oppressive, its one eye glowing dangerously red as if it could see through everything, ""Remember to follow your heart.""

You look at the tentacles dancing on its mouth and feel a little scared. You realize that this is a test of loyalty, or perhaps it should be called a ritual.","1:fob_smile_and_tentacle:You grin and blue tentacles come out of your mouth.
2:fob_smile_and_confirm:""I'm ready.""
3:backToBar:""I'm not ready, sorry."" You get up and leave your seat.",
fob_msger_barStoryEnd_mrs_spider,DialogOptionSelected,"$option == fob_smile_and_tentacle
$messengerID == FOB_mrs_spider","FOB_MessengerActions success
AddText ""You have gained the approval of the Divine Emissary."" good","A nauseating stench emanates from your mouth as two plump, bright blue tendrils lie there where your tongue should be. One of them twitches slightly, as if greeting $messengerName.

""This... Oh, damn Intelligence, what were they thinking..."" $messengerName's tendrils twitch rapidly, and from a Borken’s perspective, you imagine their expression must be quite something right now. They seem at a loss for words, and a hint of confusion flickers in their weary eyes.

""You’ve been acknowledged. Goodbye."" They lift the hem of their gown and leave the bar without hesitation.

Your adjutant stares at you in shock, their Adam’s apple bobbing as their legs tremble uncontrollably. You watch $messengerName walk away, then quickly signal to your adjutant with your eyes, urging them to pull the things out of your mouth.

Afterward, the legend of ""Eating a Blue Lobster Alive"" begins to circulate among your fleet, with even more bizarre versions like ""The Captain Boiling a Blue Lobster in Their Mouth at 3 AM"" making the rounds.",backToBar:Return to the bar,
fob_msger_barStoryEnd_immortal_star_greed,DialogOptionSelected,"$option == fob_smile_and_tentacle
$messengerID == FOB_immortal_star_greed","FOB_MessengerActions success
AddText ""You have gained the approval of the Divine Emissary."" good","A nauseating stench emanates from your mouth as two plump, bright blue tendrils lie there where your tongue should be. One of them twitches slightly, as if greeting $messengerName.

""Impressive..."" The red light in $messengerName’s eye flickers rapidly, and you can only imagine how remarkable their expression must be from a Borken’s perspective. They seem at a loss for words, displaying a mix of irritation and unease.

""As expected of $player.fobName, you have been acknowledged. Farewell."" They let out a low hum and left the bar without hesitation.

Your adjutant stares at you in shock, their Adam’s apple bobbing as their legs tremble uncontrollably. You watch $messengerName walk away, then quickly signal to your adjutant with your eyes, urging them to pull the things out of your mouth.

Afterward, the legend of ""Eating a Blue Lobster Alive"" begins to circulate among your fleet, with even more bizarre versions like ""The Captain Boiling a Blue Lobster in Their Mouth at 3 AM"" making the rounds.",backToBar:Return to the bar,
fob_msger_barQuestionStart,DialogOptionSelected,$option == fob_smile_and_confirm,FOB_MessengerActions initQuestions,"""Then let's get started."" $messengerName says.",,
fob_msger_barQuestion1,FOBQuestionPick,$fob_question == fob_question_1,"AddText ""\""When the stars are right...\"""" highlight",,"1:fob_question_1_a:""...They will plunge from world to world.""
2:fob_question_1_b:""...everything stills.""
3:fob_question_1_c:""...it's time to eat.""",
fob_msger_barQuestion2,FOBQuestionPick,$fob_question == fob_question_2,"AddText ""\""What has risen may sink...\"""" highlight",,"1:fob_question_2_a:""...and lie there eternal.""
2:fob_question_2_b:""...and he who has not risen should get up.""
3:fob_question_2_c:""...and what has sunk may rise.""
",
fob_msger_barQuestion3,FOBQuestionPick,$fob_question == fob_question_3,"AddText ""\""That is not dead which can eternal lie...\"""" highlight",,"1:fob_question_3_a:""...and through strange dreams, shall stir and rise.""
2:fob_question_3_b:""...and with strange aeons even death may die.""
3:fob_question_3_c:""...like a drowsy Borken while fish swim by.""
",
fob_msger_barQuestion1a,DialogOptionSelected,$option == fob_question_1_a,"FOB_MessengerActions score 1
FOB_MessengerActions nextQuestion","""Correct answer,"" it says with satisfaction.",,
fob_msger_barQuestion1b,DialogOptionSelected,$option == fob_question_1_b,"FOB_MessengerActions score 0
FOB_MessengerActions nextQuestion","""Cthulasus Borken yearns for peace,"" it replies neutrally.",,
fob_msger_barQuestion1c,DialogOptionSelected,$option == fob_question_1_c,"FOB_MessengerActions score -1
FOB_MessengerActions nextQuestion","""...you don’t seem like someone who goes hungry."" It shakes its head.",,
fob_msger_barQuestion2a,DialogOptionSelected,$option == fob_question_2_a,"FOB_MessengerActions score 0
FOB_MessengerActions nextQuestion","""There is nothing eternal in this world,"" it replies neutrally.",,
fob_msger_barQuestion2b,DialogOptionSelected,$option == fob_question_2_b,"FOB_MessengerActions score -1
FOB_MessengerActions nextQuestion","""You shouldn't be making jokes here."" It shakes its head.",,
fob_msger_barQuestion2c,DialogOptionSelected,$option == fob_question_2_c,"FOB_MessengerActions score 1
FOB_MessengerActions nextQuestion","""Time turns, and all things rise and fall. Correct answer,"" it says with satisfaction.",,
fob_msger_barQuestion3a,DialogOptionSelected,$option == fob_question_3_a,"FOB_MessengerActions score 0
FOB_MessengerActions nextQuestion","""Art won't earn you recognition,"" it replies neutrally.",,
fob_msger_barQuestion3b,DialogOptionSelected,$option == fob_question_3_b,"FOB_MessengerActions score 1
FOB_MessengerActions nextQuestion","""The Ancestral God is the same, correct answer,"" it says with satisfaction.",,
fob_msger_barQuestion3c,DialogOptionSelected,$option == fob_question_3_c,"FOB_MessengerActions score -1
FOB_MessengerActions nextQuestion","""You can save your racial jokes."" It shakes its head.",,
fob_msger_barQuestionEnd1_mrs_spider,FOBQuestionEnd,"$fob_is_recognized
$messengerID == FOB_mrs_spider","FOB_MessengerActions success
AddText ""You have gained the approval of the Divine Emissary."" good
","$messengerName breathes a sigh of relief.

It looks at you seriously for a moment, then says, ""I am very pleased. I hope to see you at the clan's festival soon.""

$messengerName stands up, bows to you, and then leaves the bar.
",backToBar:Return to the bar,
fob_msger_barQuestionEnd1_immortal_star_greed,FOBQuestionEnd,"$fob_is_recognized
$messengerID == FOB_immortal_star_greed","FOB_MessengerActions success
AddText ""You have gained the approval of the Divine Emissary."" good
","$messengerName emits a long, low hum.

It looks at you seriously for a moment, then says, ""I... am very pleased, extremely pleased. You are exceptional. I hope to see you at the clan's festival soon.""

$messengerName stands up, the red light in its eyes fading. It nods at you, then leaves the bar.
",backToBar:Return to the bar,
fob_msger_barQuestionEnd2_mrs_spider,FOBQuestionEnd,"!$fob_is_recognized
$messengerID == FOB_mrs_spider","FOB_MessengerActions fail
AddText ""You didn't get the recognition of God's ambassador, come back in a month."" bad","$messengerName lets out a disappointed sigh.

""I thought you were fully prepared to embrace the Ancestral God,"" it says, clearly disappointed. ""But it’s obvious that you’re not.""

$messengerName stands up. ""The Ancestral God never abandons any of its kin. You still have a chance. Until next time."" It then leaves the bar without hesitation.
",backToBar:Return to the bar,
fob_msger_barQuestionEnd2_immortal_star_greed,FOBQuestionEnd,"!$fob_is_recognized
$messengerID == FOB_immortal_star_greed","FOB_MessengerActions fail
AddText ""You failed to gain the approval of the Divine Emissary. Come back in a month."" bad
","$messengerName's eyes flicker with a rapid red light.

""I thought you were fully prepared to embrace the Ancestral God,"" it says violently. ""But clearly, you are not.""

$messengerName stands up. ""I’d love to shove you into a jar right now, but — the Ancestral God never abandons any of its kin. You still have a chance. Until next time."" It emits a harsh, low hum before leaving the bar without hesitation.
",backToBar:Return to the bar,
fob_msger_barQuestionEnd3_mrs_spider,FOBQuestionEnd,"!$fob_is_recognized
$messengerID == FOB_mrs_spider
$fob_question_score == -3 score:1000","AddCredits 10000
FOB_MessengerActions fail
AddText ""You failed to gain the approval of the Divine Emissary. Come back in a month."" bad
","$messengerName stops asking questions, and its gaze towards you becomes unsettling.

""I didn’t expect you to have this kind of... intellectual deficiency,"" $messengerName says with a tone full of sympathy. ""It must be difficult for you to live among either humans or Borken.""

It stands up. ""The Ancestral God never abandons any of its kin. You still have a chance. Take these credits and get yourself something nice to eat. See you next time."" It leaves the bar deep in thought, wondering whether the culture of the Persean Sector is a bit too advanced for their alien civilization.
",backToBar:Return to the bar,
fob_msger_barQuestionEnd3_immortal_star_greed,FOBQuestionEnd,"!$fob_is_recognized
$messengerID == FOB_immortal_star_greed
$fob_question_score == -3 score:1000","AddCredits 10000
FOB_MessengerActions fail
AddText ""You failed to gain the approval of the Divine Emissary. Come back in a month."" bad
","$messengerName stops asking questions, and the red light in its eyes starts to shift to purple.

""Damn it, I didn’t expect you to have this kind of... intellectual deficiency,"" $messengerName says through gritted teeth. ""It’s rare to see such an idiot among either humans or Borken.""

It stands up. ""Though I doubt you deserve to be one of us, the Ancestral God never abandons any of its kin. You still have a chance. Take these credits and go see our mental healer about your brain."" It angrily leaves the bar, emitting a series of piercing noises as it goes.",backToBar:Return to the bar,
,,,,,,
#messenger'mission,,,,,,
fob_contactGreeting_mrs_spider,PickGreeting,"MissionHubCMD hasHub
$messengerID == FOB_mrs_spider","ShowPersonVisual
FireAll PopulateOptions","""It's good to see you, Captain, my kin,"" $personName says.
OR
""Greetings, Captain,"" $personName says. ""May the light of the Ancestral God shine upon you.""",,
fob_contactGreeting_immortal_star_greed,PickGreeting,"MissionHubCMD hasHub
$messengerID == FOB_immortal_star_greed","ShowPersonVisual
FireAll PopulateOptions","""Ah, look who it is, my dear kin, my fellow traveler,"" $personName says excitedly. ""Our collaboration will showcase the great bond between our two races.""
OR
""Think of our sun, Captain,"" $personName says in a low, fervent voice. ""Cthulasus will bear witness to our cooperation.""",,
,,,,,,
#contact messenger,,,,,,
FOB_moreEvolutionBlurb,FOB_moreEvolution_blurb,,,"""I need... more of my kin. $player.fobName, I trust you are already well-versed in the ritual.""",,
FOB_moreEvolutionOption,FOB_moreEvolution_option,,,,FOB_moreEvolution_start: Ask about more ascension ceremonies,
FOB_moreEvolutionOffer,DialogOptionSelected,$option == FOB_moreEvolution_start,"$missionId = FOB_moreEvolution
SetEnabled contact_accept $FOB_moreEvolution_affordable
SetTextHighlights $FOB_moreEvolution_commodityName $FOB_moreEvolution_quantity $FOB_moreEvolution_price","""I need $FOB_moreEvolution_quantity $FOB_moreEvolution_commodityName. Provide them to our sect in a personal capacity, and in return, you will receive $FOB_moreEvolution_price.""
","contact_accept:Accept
contact_decline:Decline",
FOB_moreEvolutionPostAccept,ContactPostAccept,$missionId == FOB_moreEvolution,"Call $FOB_moreEvolution_ref2 transact
Call $FOB_moreEvolution_ref2 repSuccess
Call $FOB_moreEvolution_ref2 addContacts",,,
FOB_moreEvolutionPostAcceptText,ContactPrintAcceptText,$missionId == FOB_moreEvolution,,"""Very well, fellow member, we will not forget your efforts.""",,
,,,,,,
#Transform,,,,,,
fob_bt_start,BorkenTransformStart,,SetShortcut fob_bt_leave ESCAPE,"""Are you ready for this?"" A voice sounds from the void, and you hear it.

Join us, join us, join us, join us, join us.","fob_bt_continue1:Continue
fob_bt_leave:I'm not ready.",
fob_bt_conv1,DialogOptionSelected,$option == fob_bt_continue1,,"Join us, join us, join us, join us.
Join us, join us, join us, join us.
Join us, join us, join us, join us.","fob_bt_continue2:Continue
fob_bt_leave:I have to leave",
fob_bt_conv2,DialogOptionSelected,$option == fob_bt_continue2,,"Ancestral God, Ancestral God, Ancestral God, Ancestral God.
Ancestral God, Ancestral God, Ancestral God, Ancestral God.
Ancestral God, Ancestral God, Ancestral God, Ancestral God.","fob_bt_continue3:Continue
fob_bt_leave:Let me go",
fob_bt_conv3,DialogOptionSelected,$option == fob_bt_continue3,,"My Lord, my Lord, my Lord, my Lord.
My Lord, my Lord, my Lord, my Lord.
My Lord, my Lord, my Lord, my Lord.","fob_bt_continue4:Pray
fob_bt_leave:Shout",
fob_bt_conv4,DialogOptionSelected,$option == fob_bt_continue4,"SetTooltip fob_bt_loseHumanity ""Complete Ascension, and change to a Borken portrait.""
SetTooltip fob_bt_falseHumanity ""Complete the Ascending and keep the current portrait.""","Welcome aboard, me.","fob_bt_loseHumanity:Assimilation (change portrait)
fob_bt_falseHumanity:Symbiosis (keep portrait)",
fob_bt_lh,DialogOptionSelected,$option == fob_bt_loseHumanity,FOB_BTConfirm TRUE,"You are no different from yourself.
[Communication with the Borken has changed]",fob_bt_leave:Finish,
fob_bt_fh,DialogOptionSelected,$option == fob_bt_falseHumanity,FOB_BTConfirm FALSE,"Your heart is with you.
[Communication with the Borken has changed]",fob_bt_leave:Finish,
fob_bt_leave,DialogOptionSelected,$option == fob_bt_leave,DismissDialog,,,
